id,created_at,text,location,city
T2019_00737,2019-04-08T12,"“#Uruguay no puede prescindir de la energía #solar” – entrevista con el ministro de energía, Guillermo Moncecchi – pv magazine Latin America","Munich, Germany",Munich
T2018_03348,2018-12-05T10,"#COP24: A QUIET REVOLUTION!  ""We are witnessing a quiet revolution in terms of #EnergyAccess, principally driven by #RenewableEnergy solutions,"" highlights @[REDACTED]'s Director-General @[REDACTED].@[REDACTED] #solar #sdg7 @[REDACTED] @[REDACTED]","Munich, Germany",Munich
T2018_00735,2018-03-02T09,Great @[REDACTED] video about @[REDACTED] with #RenewableEnergy: A #Solar-Powered Solution to the #Water Problem in #Tanzania  @[REDACTED] @[REDACTED] #EnergyAccess #EnergyAccess2018 #SolarPumping,"Munich, Germany",Munich
T2017_01253,2017-05-11T06,#EcoResort 34 #Botswana: @[REDACTED]'s #MomboCamp is 100% powered by #Solar #PV + #Battery #EnergyStorage #Offgrid #Renewables #Travel,"Munich, Germany",Munich
T2022_01025,2022-10-10T20,CEO @[REDACTED] talks about our @[REDACTED] solar electric vehicle on @[REDACTED]. Live from the @[REDACTED] Marketsite on New York's Times Square.,"Munich, Germany",Munich
T2020_00349,2020-02-27T08,"Football club @[REDACTED] becomes a testing ground for the low-carbon #energy future! The Skagerak Arena in #Norway is powered with a #solar #microgrid! #renewables  Interested in #microgrids? Join the ""Microgrid"" group on LinkedIn: :high_voltage:","Munich, Germany",Munich
T2017_03037,2017-09-21T07,#OffGrid Electrification Financing Is Failing #EnergyAccess #RuralElectrification #SE4ALL #Renewables #Solar #Energy,"Munich, Germany",Munich
T2019_00510,2019-03-05T07,Great! No joke! A secondary application of #solar power. Removing heavy snow from roofs and preventing them from collapsing: developed in Scandinavia. Would have been useful in Germany and Austria this year!@[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED],"Munich, Germany",Munich
T2017_00672,2017-03-13T09,Amazing work by @[REDACTED] trying to further a world where women &amp; girls have access to sustainable energy to create a prosperous life.,"Munich, Germany",Munich
T2019_00067,2019-01-10T14,"From melting #Antarctic glaciers to solar #geoengineering, here are some major #climate projects to watch this year, according to @[REDACTED]:","Munich, Germany",Munich
T2017_01120,2017-04-28T08,"Training on remote #solar farms thru #Redavia Academy, for local partners, entrepreneurs, community members in TZ","Munich, Germany",Munich
T2017_00098,2017-01-12T01,Preparing for the #microgrid future @[REDACTED] Acquires #EnergyStorage Specialist @[REDACTED] #Renewables #Solar,"Munich, Germany",Munich
T2017_01098,2017-04-26T11,#USA 56 Residential #Solar #PV Installations Completed for Tribal Members @[REDACTED] @[REDACTED]  #EnergyAccess #ActOnClimate,"Munich, Germany",Munich
T2016_03839,2016-12-07T16,Top 1 #Teslaand @[REDACTED] Power #Samoan Island w. #Solar-#Storage #Microgrid 1.4MW #PV+ 6MWh #EnergyStorage @[REDACTED],"Munich, Germany",Munich
T2017_02865,2017-09-07T18,#Battery and #Solar Costs Are Still Falling Fast -- and Decision-Makers Are Using Woefully Old #Data,"Munich, Germany",Munich
T2014_00637,2014-03-11T13,€4FJ (#REAL GOODS SOLAR A) #aktien Strong Buy RGS Energy vs. SolarCity massive Unterbewertung!   [URL],"Munich, Germany",Munich
T2017_02501,2017-08-09T12,"According to @[REDACTED], wind and #solar will make up 48% of the world’s installed power capacity by 2040.","Munich, Germany",Munich
T2018_02492,2018-09-05T07,#Chile: Se trata del Proyecto #Fotovoltaico Covadonga de la empresa Chungungo #Solar SpA. La inversión para la construcción de la central debería ascender a unos 12 millones de dólares.,"Munich, Germany",Munich
T2019_00980,2019-05-21T07,#Turkey introduces net metering for residential #PV and new rules for unlicensed #solar – pv magazine International,"Munich, Germany",Munich
T2021_00092,2021-01-13T09,Our Solar Carport guarantees a luxurious parking experience while implementing a cost-efficient energy solution. Check out the datasheet for our Solar Carport to see how:,"Munich, Germany",Munich
T2021_01937,2021-11-03T15,#GermanPolitics The limits of solar power. Energy Production in Winter is low. Hydro Power is low in Winter too. So the need of Coal Oil and Natural Gas is the main Problem of the Technology.,"Munich, Germany",Munich
T2018_03115,2018-11-08T13,"What do REDAVIA #customers think about our #solar solution? Check out this #quote from Mark Davidson, Managing Director, #Ghana, Liberia and Sierra Leone at @[REDACTED]:","Munich, Germany",Munich
T2017_02474,2017-08-08T06,#Italian region of #Lombardia launches €4 million incentive program for #solar #storage – #pv magazine International,"Munich, Germany",Munich
T2019_02037,2019-10-15T04,"#Microgrids: A hybrid plant with 952kW solar, 1625kW biofuel and 660kW battery helps preserve the #Galapagos biosphere reserve!  Huge potential! Which island will be next? We do not only need #smartcities but also smart islands! #ClimateChange #ClimateCrisis","Munich, Germany",Munich
T2018_03243,2018-11-22T17,"Proliferation of perovskite #photovoltaics could bring about a democratised, decentralised ‘Internet of Energy’ - according to industry expertsvia @[REDACTED] #solarpower #renewableenergy","Munich, Germany",Munich
T2013_03253,2013-11-28T10,Study shows how starting and stopping solar radiation management projects could speed up global warming [URL] #sciam,"Munich, Germany",Munich
T2019_02272,2019-11-15T06,"#Microgrids at the #gridedge!  @[REDACTED]'s Global Head of Microgrids, Ralf Korntner, summarizes at #EUW19 the benefits of a #microgrid: :check_mark_button: Cost savings :check_mark_button: Resilience :check_mark_button: Sustainability  #SiemensInfluencer #Energy #Renewables #Solar","Munich, Germany",Munich
T2017_03118,2017-09-26T14,#Kenya #Offgrid #Solar Access Project launched! $150m @[REDACTED] initiative: #EnergyAccess for 690k hh! #EndPoverty,"Munich, Germany",Munich
T2022_00792,2022-07-13T13,Photon Energy Breaks Ground on Second of Total 32 MWp Solar Projects to Be Built in Romania This Yea...,"Munich, Germany",Munich
T2016_03028,2016-09-26T09,#Kenya @[REDACTED] and @[REDACTED] will develop 1.5MW #solar and #battery #microgrids  #EnergyStorage #ActOnClimate #PV,"Munich, Germany",Munich
T2013_02226,2013-08-13T03,"#TheFuture: Elon Musk Explains the Hyperloop, the Solar-Powered High-Speed Future of Inter-City Transport [URL] via @[REDACTED]","Munich, Germany",Munich
T2019_01480,2019-07-26T09,:fire::sun::fire: GOOD NEWS in this heat and times of #ClimateChange and #GlobalWarming :fire::sun::fire::  The truth is that solar air conditioning units work just as well as conventional ones !!  Does Solar Powered Air Conditioning Really Work? | Moore,"Munich, Germany",Munich
T2017_02544,2017-08-13T01,Solar power is transforming some German homes | Sustainable Energyvia @[REDACTED] #greenenergy #sustainability,"Munich, Germany",Munich
T2017_01063,2017-04-21T06,#Starbucks continues #renewable #energy push with deals to use wind and #solar energy to power storesvia @[REDACTED],"Munich, Germany",Munich
T2019_02125,2019-10-25T06,Global #solar #PV market set for very strong growth over next 5 years - pv Europe - solar technology and applications,"Munich, Germany",Munich
T2017_02969,2017-09-15T10,Top 5 #Hybrid #Energy News features @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED] #solar,"Munich, Germany",Munich
T2020_01235,2020-07-13T14,Has the International Energy Agency finally improved at forecasting #solar growth? – pv magazine USA,"Munich, Germany",Munich
T2018_01135,2018-04-05T15,Press release: #SOLAR #MINIGRID COMPANIES BEING TARGETED BY COMMERCIAL INVESTORS THEnergy sees the need for shortened due diligence processes and has developed a streamlined approach Here the link for journalists:@[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED],"Munich, Germany",Munich
T2016_01688,2016-05-28T23,Dutch #Caribbean island utility hails #hybrid #solardiesel with 1.9 MW PV and 1 MW #energystorage system #solarislands,"Munich, Germany",Munich
T2016_02955,2016-09-20T07,Solar Saturday Club: 12 useful tips how to secure your PV investment - pv Europe - solar technology and applications,"Munich, Germany",Munich
T2014_01177,2014-05-12T10,"White House solar panels power up, demonstrating it's possible to introduce renewable energy in historic buildings [URL]","Munich, Germany",Munich
T2015_00256,2015-01-23T16,"Will Falling Oil Prices Kill Wind and Solar Power?, an interview with Steven Chu on @[REDACTED] [URL] [URL]","Munich, Germany",Munich
T2014_00802,2014-03-28T14,"Cloudy days dim the promise of solar energy, but space-based solar collectors could solve the problem: [URL] by @[REDACTED]","Munich, Germany",Munich
T2015_03485,2015-11-29T17,Successful Commissioning of West Kimberley Solar Farm.  Aboriginal community of Yungngora  powered partly by solar.,"Munich, Germany",Munich
T2021_01911,2021-10-27T10,"The Valle Solar Power Station Cadiz, #Spain. It took almost 4,500 workers 2.7 million hours over the course of two years to construct the station.  WorldView-3 :copyright: European Space Imaging #earthobservation #geospatial #satelliteimagery #energy #infrastructure","Munich, Germany",Munich
T2014_01242,2014-05-18T10,#Solar roads that create #energy to stop #fossil fuels? [URL] Great #sustainable #solar #design for #climatechange,"Munich, Germany",Munich
T2016_00094,2016-01-12T16,Oil price dumping improves mining companies’ position regarding long-term renewable energy contracts@Solarserver,"Munich, Germany",Munich
T2019_01116,2019-06-10T15,"Join our #webinar on 20 June 2019, at 4 pm CEST and learn all about @[REDACTED]'s #Solar Powered Connected Multi-Sensor Node#Bluetooth #BLE5 #solar #IoT","Munich, Germany",Munich
T2018_03446,2018-12-17T09,Corporate PPAs / corporate renewable energy sourcing—join new @[REDACTED] group#corporatePPAs #leasing #renewables #renewableenergy #solar #wind #climatechange #sustainability @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED],"Munich, Germany",Munich
T2016_01163,2016-04-12T14,New Data Can Help Utilities and Developers Better Market Their Community Solar Programsvia @[REDACTED],"Munich, Germany",Munich
T2020_00040,2020-01-09T06,Budweiser to be brewed with 100% renewable electricity! @[REDACTED] and @[REDACTED] announce biggest Pan-European corporate #solar power deal#corporateppas #energy #renewables @[REDACTED] #ClimateCrisis,"Munich, Germany",Munich
T2018_01335,2018-04-27T15,"Ordinary crystals, including silicon, and other materials can be made to exhibit a long-known, but underutilized type of #energy conversionvia @[REDACTED] #Solar","Munich, Germany",Munich
T2013_03028,2013-11-03T19,Top US climate scientists support development of safe nuclear power. They say solar and wind power won't be enough...[URL],"Munich, Germany",Munich
T2019_01042,2019-05-31T06,#Netherlands introduces soft restrictions for #solar parks on agricultural land – pv magazine International,"Munich, Germany",Munich
T2014_03514,2014-12-09T10,Go pay-as-you-go solar! : Off Grid Electric Raises $16M To Let Africans Pre-Pay For Solar Energy [URL] via @[REDACTED],"Munich, Germany",Munich
T2022_00959,2022-09-13T07,1/ Solar-powered Bitcoin mining for private households to heat your home and reduce gas consumption: This is an interesting offer from a German machinery company:,"Munich, Germany",Munich
T2017_00185,2017-01-18T13,".@[REDACTED] met @[REDACTED], the adventurer behind @[REDACTED] who's been an advocate for a clean #energy future #wef17 #Davos #solar","Munich, Germany",Munich
T2019_00515,2019-03-05T14,Australian miner seeks to power South African project with 35MW of #solar and #wind@ICMM_com #renewables #climatechange @[REDACTED] @[REDACTED] #Mining,"Munich, Germany",Munich
T2018_02593,2018-09-17T06,"The #Japanese Government has wrapped up its second of three planned #solar auctions, with nine companies winning the rights to build a total of 196.96 MW of commercial #PV capacity.","Munich, Germany",Munich
T2019_01385,2019-07-14T12,"New research shows that Chinese air pollution from coal and biomass burning dimmed the sunlight enough to impact solar panels, blocking 13% of solar electricity. via @[REDACTED]","Munich, Germany",Munich
T2022_00101,2022-01-24T07,"The Delegation of German Industry and Commerce in Ghana cordially invites you to participate in a progressive discussion and lecture on solar energy. This virtual live webinar is themed ""How to Go Solar - Business Edition"". To register for this event, :","Munich, Germany",Munich
T2016_01433,2016-05-06T08,"IFC, GIZ for tax-free solar lanterns in Bangladesh for reaching #off-grid power to #rural poor | CORPORATE WATCH","Munich, Germany",Munich
T2018_01091,2018-04-03T06,"Microsoft adds 315MW of solar power to energy portfolio in order to make its data centers ""cleaner""via @[REDACTED] and @[REDACTED]","Munich, Germany",Munich
T2020_00698,2020-04-28T07,#Solar rooftops can power the #EU's green recovery - #pv #Europe - solar technology and applications,"Munich, Germany",Munich
T2021_00338,2021-02-28T19,"German steel giant wants to set up 500 MW green #hydrogen plant! @[REDACTED] is helping @[REDACTED] decarbonize its German steel production with #greenhydrogen generated by wind and solar. @[REDACTED]  Interested? Join ""HYDROGEN NEWS"" on LinkedIn: :play_button:","Munich, Germany",Munich
T2015_03038,2015-09-18T06,#solarISLANDS Virgin #Islands tackle water shortage with #desalination technology with #solar power [URL] #pv #minigrids,"Munich, Germany",Munich
T2019_01347,2019-07-10T08,"#ICYMI REDAVIA announced the deployment of a #solar farm for the Movelle Company, one of Ghana’s leading #agrofoods businesses, at their site in Takoradi, #Ghana.","Munich, Germany",Munich
T2019_02425,2019-12-10T05,"Is this the #FutureOfEnergy? New York #startup enables residents to sell #solar power to each other through a #blockchain-powered #microgrid. This bypasses the power provider. Video by @[REDACTED]   Interested in #microgrids? Join ""Microgrid"" group on Linkedin: :check_mark_button:","Munich, Germany",Munich
T2016_03972,2016-12-24T22,MERRY XMAS! Let's keep on fighting for #renewables! The only logical solution for our energy issues. #solar #PV #windenergy #ActOnClimate,"Munich, Germany",Munich
T2017_01029,2017-04-18T08,SMEs need reliable energy to thrive but are often challenged due to their remote location. Solar is the answer!,"Munich, Germany",Munich
T2019_02471,2019-12-16T08,Learn how REDAVIA successfully implemented a #solar farm with a total capacity of 434 kWp at Special Ice in #Ghana:,"Munich, Germany",Munich
T2018_01979,2018-07-10T09,Länderöffnungsklausel: Nach #Bayern und #BadenWürttemberg gibt #Hessen zusätzliche Flächen für #Solar-Parks frei,"Munich, Germany",Munich
T2019_00835,2019-04-25T10,"European #solar comes of PPAge By providing lower risk for cheaper capital, they are powering a renaissance in established PV markets and lowering the cost of solar #electricity in Europe. @[REDACTED]#climate","Munich, Germany",Munich
T2016_02618,2016-08-23T06,#EnergyPoll Which kind of #EnergyStorage would you use to power an #Island #EcoResort 24/7 with #solar #PV? #Battery,"Munich, Germany",Munich
T2017_00464,2017-02-16T14,Want to have answers on your most pressing questions when it comes to rental solar power? This will help you:,"Munich, Germany",Munich
T2017_00176,2017-01-18T06,#EcoResort 25 #Panama: @[REDACTED] resort located on a chain of 16 pristine islands is #solar #PV powered #ActOnClimate #Renewables #Climate,"Munich, Germany",Munich
T2013_02977,2013-10-29T12,Solar panel burglars run off with door instead: An attempted burglary on a clubhouse in southern Germany on Sa... [URL],"Munich, Germany",Munich
T2020_00344,2020-02-26T08,Australian #mining group ⁦@[REDACTED]⁩ to build 34-MW #solar plant coupled with 12-MWh battery - #RenewableEnergy World,"Munich, Germany",Munich
T2016_01392,2016-05-03T05,"As oil jobs dry up, out-of-work rig hands and roustabouts are turning to the #solar sector#pv #renewables via @[REDACTED]","Munich, Germany",Munich
T2015_00824,2015-03-17T10,"March 17, 1958: Vanguard 1, 1st solar-powered satellite in orbit and oldest artif. satellite in space. [URL] #TechHistory","Munich, Germany",Munich
T2019_00559,2019-03-12T15,Solar Power Europe: Vast #solar opportunities in #Mozambique - pv Europe - solar technology and applications,"Munich, Germany",Munich
T2016_01468,2016-05-09T16,America Has 1 Million Solar Installations. Will the Next Million Reach Low-Income Communities? | Greentech Media,"Munich, Germany",Munich
T2020_00690,2020-04-26T06,"#Microgrids: Sweden’s summer sunshine stored in #hydrogen for the winter: Electricity and heat from a #microgrid combining solar panels, batteries, heat pumps, hydrogen production, storage and fuel cells will supply 172 apartments.","Munich, Germany",Munich
T2017_03096,2017-09-25T14,"Connecting solar flares, auroral substorms &amp; geomagnetic storms as a continuous flow of magnetic energy#EGUJournals","Munich, Germany",Munich
T2019_01574,2019-08-12T07,Want to provide your customers with a #luxury parking experience while implementing a cost-efficient #energy solution? Check out the datasheet for our #new Solar Carport to see how:,"Munich, Germany",Munich
T2019_01147,2019-06-14T13,"Puerto Rico Electric Power Authority (PREPA) calls for 1,800 MW of #solar and 920 megawatts of #storage within five years.#puertorico #renewables #EnergyStorage","Munich, Germany",Munich
T2015_02786,2015-08-27T17,Sun-Drenched #Miners Look to the Skies to Cut Fuel Costs in Half [URL] #solar #diesel #hybrid #pv #renewables #mining,"Munich, Germany",Munich
T2021_01988,2021-11-17T08,Our ground-mount solar solution will convert your extra space into an energy asset. Check out the datasheet for more information,"Munich, Germany",Munich
T2017_02664,2017-08-25T08,Arctic community’s successful switch to #solar-diesel power could be a glimpse into the future  #Offgrid #Renewables,"Munich, Germany",Munich
T2016_02410,2016-08-03T20,"We are inventing #technologies that can change our lifestyle for good: #electro mobility, #solar power plants, #eco plastic. Way to go!","Munich, Germany",Munich
T2014_00603,2014-03-07T12,"#börse sharewise Analysen der Woche (KW 10): BALLARD POWER SYSTEMS, JINKO SOLAR, CANCOM, FUELCELL ENERGY - SharewiseN [URL]","Munich, Germany",Munich
T2022_00766,2022-07-08T05,"At @[REDACTED]'s PS22, I had a chat with @[REDACTED], CEO of @[REDACTED]. The foundation is looking for solar equipment, emergency diesel gensets and also financial donations. They focus on schools and hospitals that struggle with power supply due to the war against Ukraine:Ukraine:.","Munich, Germany",Munich
T2017_02970,2017-09-15T11,Top 5 #Massachusetts Island Discovers #SolarEnergy #Renewables #Microgrids #Solar  #PV #EnergyStorage #ClimateAction,"Munich, Germany",Munich
T2019_01933,2019-09-27T07,First global index for the price of #carbon credits - #pv Europe - #solar technology and applications,"Munich, Germany",Munich
T2020_01774,2020-09-16T08,Learn how REDAVIA successfully implemented a solar farm with a total capacity of 435 kWp at Regional Maritime University in Ghana.,"Munich, Germany",Munich
T2019_01687,2019-08-28T19,"Banks of solar panels would be able to replace every electricity-producing dam in the US using just 13% of the space, according to a new study. from @[REDACTED]","Munich, Germany",Munich
T2015_02896,2015-09-04T12,In solar for mines size does not always matter:Reducing CAPEX with energy efficiency and load shifting [URL] .@[REDACTED],"Munich, Germany",Munich
T2019_02487,2019-12-18T11,#Innovations will play a key role in #EnergyTransition. New group on LinkedIn:  #RenewableEnergy and #cleantech innovations. Let's discuss topics like :check_mark_button: Floating solar and wind :check_mark_button: Airborne wind solutions :check_mark_button: Redeployable PV :check_mark_button: New energy storage  :check_mark_button: Hydrogen,"Munich, Germany",Munich
T2021_01691,2021-09-16T09,Solar panel manufacturer OPES Solutions and Fraunhofer Center for Silicon Photovoltaics CSP have developed a flexible standard solar module for vehicle integration. SolFlex is based on crystalline solar cells and achieves around 30% more power per,"Munich, Germany",Munich
T2015_03118,2015-09-24T13,#Hybrid Power Systems And Their Role In Emerging Markets | Engerati - Generation [URL] #solar #diesel #wind #minigrids,"Munich, Germany",Munich
T2020_00277,2020-02-13T07,“Pinpointing #solar panels and knowing exactly where the sun is shining can cut carbon emissions by reducing the need to keep fossil-fueled generators on standby.“,"Munich, Germany",Munich
T2019_01308,2019-07-05T08,Thanks to everyone who came to our #Solar Farm Site Visit Event yesterday! #ICYMI stay tuned for the next one!,"Munich, Germany",Munich
T2013_02599,2013-09-18T07,Rioglass Solar erschließt den Markt der Concentrated Solar Power-Receiver: Durch den Kauf der Siemen... [URL],"Munich, Germany",Munich
T2017_02707,2017-08-30T08,#PressRelease Successful PPAs for #Solar-#Diesel #Hybrid #Microgrids in #Mining and Other Large-Scale Applications,"Munich, Germany",Munich
T2016_03879,2016-12-13T23,#Chile copper firms try to rejig contracts to tap #renewableenergy  #solar #PV #windenergy #miningvia @[REDACTED],"Munich, Germany",Munich
T2018_03102,2018-11-07T13,"See Elly Mwasenga, who uses REDAVIA’s #solar power to deliver welding services in #Tanzania, and others in REDAVIA's latest video. @[REDACTED]","Munich, Germany",Munich
T2019_02168,2019-10-31T15,French Development Agency helps #Mozambique build 80 MW of #solar capacity – pv magazine International,"Munich, Germany",Munich
T2020_02415,2020-12-04T10,"Cheaper costs for Solar power along with US-government efforts to slash climate-damaging emissions will give #Renewables 80% of the market for new power generation by 2030, the @[REDACTED] says - paving the way for the #VirtualPowerPlant.","Munich, Germany",Munich
T2020_02123,2020-10-29T09,Let your customers enjoy a luxurious parking space with our cost efficient energy solution. Check out the datasheet for our Solar Carport product,"Munich, Germany",Munich
T2019_02106,2019-10-22T17,"Great job!  Thank you very much - @[REDACTED]! #BNEFSummit was excellent! For me, by far the best #energy event of the year! Also great 1-to-1 discussions w/ your experts @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED] #FutureOfEnergy #futureofmobility","Munich, Germany",Munich
T2019_02457,2019-12-13T09,Someone had posted about agrivoltaics in Namibia here (combining growing crops + solar panels to reduce the evapotranspiration of the crops and cool the soil hence use less water and fertilizers...). Can ya'll tag me to the tweet?,"Cologne, Germany",Cologne
T2018_00558,2018-02-19T07,"Tesla is installing solar-power and energy-storage systems in 50,000 South Australian homes, and linking them together to create the equivalent of whole new power plant to sell electricity to the grid.","Cologne, Germany",Cologne
T2018_02966,2018-10-22T13,"Come to think of it, using an electric car is not that sustainable yet since coal still makes up 38% of the global electricity supply. Having cars run with natural gas seems to be a very credible solution while we wait for efficient solar-powered cars.","Cologne, Germany",Cologne
T2022_00898,2022-08-09T08,"New research @[REDACTED] outlines how 145 countries could meet 100% of their business-as-usual energy needs with #wind, #water, #solar and #energystorage","Cologne, Germany",Cologne
T2022_01271,2022-12-29T10,"@[REDACTED]: 'German @[REDACTED] has teamed up with a Rwandan university to produce an e-tractor that is easy to handle, repair and maintain. Also, it can be powered by solar energy. 'see more","Cologne, Germany",Cologne
T2014_01661,2014-07-01T11,World's first solar-powered farmbot unveiled in Australia: A new solar-powered robot has been design... [URL] #LIOStech,"Cologne, Germany",Cologne
T2015_02489,2015-08-05T12,Black Hills Energy/CEC Partnership to Bring Roofless Community Solar Facility to Pueblo: Cle... [URL] #energy #LIOStech,"Cologne, Germany",Cologne
T2014_01618,2014-06-25T16,The solar-powered E-Trash Can mines cryptocurrency when you feed it garbage and is being rigged with wifi connec... [URL],"Cologne, Germany",Cologne
T2014_02131,2014-08-19T01,Student develops solar-powered lens that purifies polluted water: A university student in the US has... [URL] #LIOStech,"Cologne, Germany",Cologne
T2018_03395,2018-12-10T20,"#Australia’s “Insufficient” #climate policy has further deteriorated in past year, as it focusses on propping up the #coal industry and ditches efforts to reduce #emissions, ignoring the record uptake of #solar PV and storage, and action at state level.#COP24","Cologne, Germany",Cologne
T2013_00904,2013-03-28T08,"Photoset: 300,000 mirrors: World’s largest thermal solar plant (377MW) under construction in the Mojave The... [URL]","Cologne, Germany",Cologne
T2019_00691,2019-04-01T13,"Digital management of energy supply, thermal storage power plants as a clean route away from coal, autonomous flying multicopters to monitor solar fields, high-tech analysis technology for batteries and more - @[REDACTED] at the @[REDACTED]#hmi2019","Cologne, Germany",Cologne
T2019_00584,2019-03-17T17,"Cost of adding new wind, solar energy continues to fall in Minnesota - fell by 16 percent and 23 percent respectively in 2018 over the previous year","Cologne, Germany",Cologne
T2014_01510,2014-06-13T10,100% clean energy aruba [URL] Island aims for total tourism sustainability with solar parks and smart education - @[REDACTED],"Cologne, Germany",Cologne
T2022_00786,2022-07-13T07,#energytwitter - US energy secretary says switch to wind and solar “could be greatest peace plan of all”@[REDACTED] @[REDACTED],"Cologne, Germany",Cologne
T2019_00858,2019-05-01T01,"Researchers from Michigan State University developed completely transparent solar panels, which can have numerous applications in architecture, and other fields like mobile electronics or the automotive industry.","Cologne, Germany",Cologne
T2020_01857,2020-09-28T12,"This webinar by @[REDACTED] will bring together academia and industry to explore some of the latest research on emerging technologies for space, with a focus on both solar energy and in-orbit fabrication.","Cologne, Germany",Cologne
T2014_01103,2014-05-01T18,#Northkorea with a simple cheap solution for solar energy use | Solarenergie in billigster einfacher [URL],"Cologne, Germany",Cologne
T2018_02842,2018-10-09T02,Why Minnesota’s Community Solar Program is the Best - Minnesota’s community solar program hit a record 435 megawatts of operational capacity in September 2018.,"Cologne, Germany",Cologne
T2021_01545,2021-08-24T22,"@[REDACTED]: 'The problem with solar energy is that it is completely sustainable and people could get it for free, leaving no place for corporations to fleece them. 'see more","Cologne, Germany",Cologne
T2014_01477,2014-06-09T18,DOE Signs Agreement With Research Institute To Develop High-Temperature Solar Thermal Storag... [URL] #energy #LIOStech,"Cologne, Germany",Cologne
T2020_00550,2020-04-03T21,'No One Is Being Spared.' Coronavirus Shutdowns Sap Demand for Residential Solar Power | Greentech Mediasee more,"Cologne, Germany",Cologne
T2020_01434,2020-08-08T06,"Corona had me cancel my preferred thesis topic (growing crops under solar panels to improve electrical efficiency in a semi-arid area) and my trip to Nam, but I am also super excited about this one","Cologne, Germany",Cologne
T2018_03242,2018-11-22T17,Falling technology costs have allowed unsubsidized solar and onshore wind to become the cheapest source of new bulk power in all major economies except Japan.,"Cologne, Germany",Cologne
T2017_01674,2017-06-11T22,"Energy Dept. Pulls The Rug Out From Under Its Own Coal-Friendly Grid Study With Pitch For Wind, Solar","Cologne, Germany",Cologne
T2013_00416,2013-02-08T12,"US Fox News expert on solar energy: Germany gets ""a lot more sun than we do."" [URL] #nowords #lotsofrain","Cologne, Germany",Cologne
T2015_00537,2015-02-20T22,A Solar Battery Knockout?: Has solar-plus-storage become the long-feared one-two knockout bl... [URL] #energy #LIOStech,"Cologne, Germany",Cologne
T2018_02876,2018-10-12T05,@[REDACTED]: '2. It will be cheaper to build new onshore wind than operate coal by 2021 and solar PV by 2025. 'see more,"Cologne, Germany",Cologne
T2013_01593,2013-06-03T14,"Solar cells have become so cheap, that skin care brand NIVEA creates an magazine ad with them - [URL]","Cologne, Germany",Cologne
T2018_02684,2018-09-24T17,How to use seawater to grow food – in the desert: An ambitious project plans to use seawater and solar power for agriculture.,"Cologne, Germany",Cologne
T2014_01586,2014-06-23T02,German Solar Breaks Three Records Within Two Weeks: The latest analysis from the Fraunhofer ... [URL] #energy #LIOStech,"Cologne, Germany",Cologne
T2018_00321,2018-01-30T00,"The United Arab Emirates is building a $354 million city with driverless cars, greenhouses, and solar-powered villas","Cologne, Germany",Cologne
T2014_01705,2014-07-06T15,Just finished reading 'This Nigerian College Student Built a Wind- And Solar-Powered Car From Scraps' [URL] in my #Pocket,"Cologne, Germany",Cologne
T2014_02164,2014-08-20T17,Solar energy that doesn't block the view: Researchers have developed a new type of solar concentrator that when ... [URL],"Cologne, Germany",Cologne
T2021_01524,2021-08-21T00,Gulf Power begins installation of solar panels at two new solar energy centers | Renewable Energy Worldsee more,"Cologne, Germany",Cologne
T2017_03286,2017-10-11T13,Google Will Hit 100% Renewable Energy this Year - The company is primarily powered by wind and solar energy.,"Cologne, Germany",Cologne
T2020_01240,2020-07-14T02,"PacifiCorp’s IRP seeks 4.3 GW of wind, solar and energy storage by 2023 - Renewable Energy Worldsee more","Cologne, Germany",Cologne
T2022_00330,2022-03-23T23,Solar Power Generation :sun_with_face:is ramping up for the year. I hope 2022 will beat 2021 (our result in the chart). Happy to see new plants being set up @[REDACTED],"Cologne, Germany",Cologne
T2020_00236,2020-02-06T11,"Cool research at the interface between biology and physics on photosynthesis. Understanding design principles may pave the way towards improving the efficiency of many solar-powered devices, potentially making them far smaller.","Cologne, Germany",Cologne
T2020_02526,2020-12-22T07,"Solar, Wind Tax Credit Extensions and Energy RandD Package in Spending Bill Before Congress | Greentech Mediasee more","Cologne, Germany",Cologne
T2018_01873,2018-06-28T19,"With the right public derisking measures for #renewables, #Tunisia could save up to 450 million EUR and meet both it’s wind and solar PV 2030 investment targets:@[REDACTED] @[REDACTED]","Cologne, Germany",Cologne
T2018_01057,2018-03-28T15,"Solar and Wind Need a Larger Electric Grid—and California Might Just Create One: “If balancing authorities can pool their resources together into one western grid, we will need fewer power sources to keep the system reliable.”","Cologne, Germany",Cologne
T2015_02698,2015-08-20T15,Google Maps can now tell you if it’s worth installing solar panels on your roof [URL] via @[REDACTED],"Cologne, Germany",Cologne
T2018_02280,2018-08-13T13,Internet webcams improve solar forecasts - Precise predictions of where and how much the Sun is shining help operators of #solar power plants and power grids to regulate them in a more efficient way#SolarEnergy #EarthObservation #BigData,"Cologne, Germany",Cologne
